CustomerID,Recency,Frequency,Monetary,R_score,F_score,M_score,RFM_Score,RF_Score,Segment
C4409,231,5,26391.31,1,2,4,124,12,At Risk / Lost
C4410,111,5,24028.71,2,2,4,224,22,At Risk / Lost
C4411,23,4,16898.42,5,1,3,513,51,Needs Attention
C4412,171,10,37177.14,2,5,5,255,25,Big Spenders
C4413,642,1,1809.54,1,1,1,111,11,At Risk / Lost
C4414,175,9,39243.69,2,5,5,255,25,Big Spenders
C4415,87,7,19327.19,3,4,3,343,34,Potential
C4416,118,4,8477.71,2,1,1,211,21,At Risk / Lost
C4417,12,8,43463.83,5,4,5,545,54,Champions
C4418,28,5,9126.16,4,2,1,421,42,Potential
C4419,190,2,5445.24,1,1,1,111,11,At Risk / Lost
C4420,132,8,26609.05,2,4,4,244,24,Big Spenders
C4421,171,5,12189.51,2,2,2,222,22,At Risk / Lost
C4422,95,4,15202.29,3,1,2,312,31,Needs Attention
C4423,67,7,18314.95,3,4,3,343,34,Potential
C4424,22,7,20909.649999999998,5,4,3,543,54,Champions
C4425,134,7,10863.59,2,4,2,242,24,Big Spenders
C4426,44,9,13008.02,4,5,2,452,45,Champions
C4427,95,6,23287.95,3,3,4,334,33,Potential
C4428,112,5,7911.06,2,2,1,221,22,At Risk / Lost
C4429,105,10,26956.09,3,5,4,354,35,Potential
C4430,46,6,25320.18,4,3,4,434,43,Loyal
C4431,214,4,10214.0,1,1,1,111,11,At Risk / Lost
C4432,28,10,37800.79,4,5,5,455,45,Champions
C4433,87,7,12434.46,3,4,2,342,34,Potential
C4434,110,11,18750.7,2,5,3,253,25,Big Spenders
C4435,104,2,7809.5599999999995,3,1,1,311,31,Needs Attention
C4436,401,3,5334.16,1,1,1,111,11,At Risk / Lost
C4437,160,7,21722.19,2,4,4,244,24,Big Spenders
C4438,73,12,27018.15,3,5,4,354,35,Potential
C4439,8,8,15741.19,5,4,3,543,54,Champions
C4440,149,3,6385.219999999999,2,1,1,211,21,At Risk / Lost
C4441,20,6,32255.09,5,3,5,535,53,Loyal
C4442,92,8,29818.39,3,4,5,345,34,Potential
C4443,17,6,15709.68,5,3,3,533,53,Loyal
C4444,66,4,11103.03,3,1,2,312,31,Needs Attention
C4445,342,3,11998.87,1,1,2,112,11,At Risk / Lost
C4446,168,8,13931.39,2,4,2,242,24,Big Spenders
C4447,82,4,11629.71,3,1,2,312,31,Needs Attention
C4448,119,8,30312.019999999997,2,4,5,245,24,Big Spenders
C4449,78,9,53256.1,3,5,5,355,35,Potential
C4450,116,6,14314.01,2,3,2,232,23,Needs Attention
C4451,12,4,17666.9,5,1,3,513,51,Needs Attention
C4452,79,6,27984.030000000002,3,3,4,334,33,Potential
C4453,103,4,6686.32,3,1,1,311,31,Needs Attention
C4454,18,10,45996.02,5,5,5,555,55,Champions
C4455,27,8,30680.809999999998,5,4,5,545,54,Champions
C4456,106,8,17492.38,3,4,3,343,34,Potential
C4457,6,6,14668.96,5,3,2,532,53,Loyal
C4458,3,6,11188.41,5,3,2,532,53,Loyal
C4459,50,7,38800.82,4,4,5,445,44,Champions
C4460,2,11,28766.29,5,5,5,555,55,Champions
C4461,206,6,19144.06,1,3,3,133,13,Needs Attention
C4462,88,4,12392.18,3,1,2,312,31,Needs Attention
C4463,159,4,6952.62,2,1,1,211,21,At Risk / Lost
C4464,60,9,44961.08,3,5,5,355,35,Potential
C4465,7,9,33980.86,5,5,5,555,55,Champions
C4466,273,6,24629.43,1,3,4,134,13,Needs Attention
C4467,124,10,28394.46,2,5,5,255,25,Big Spenders
C4468,95,6,15993.55,3,3,3,333,33,Potential
C4469,29,9,20923.48,4,5,3,453,45,Champions
C4470,57,7,22193.78,4,4,4,444,44,Champions
C4471,298,6,25222.23,1,3,4,134,13,Needs Attention
C4472,77,8,21405.96,3,4,4,344,34,Potential
C4473,55,7,11934.09,4,4,2,442,44,Champions
C4474,71,6,24439.15,3,3,4,334,33,Potential
C4475,372,8,31551.59,1,4,5,145,14,Big Spenders
C4476,181,2,1199.4900000000002,2,1,1,211,21,At Risk / Lost
C4477,315,4,20147.15,1,1,3,113,11,At Risk / Lost
C4478,196,2,5803.139999999999,1,1,1,111,11,At Risk / Lost
C4479,250,6,35252.48,1,3,5,135,13,Needs Attention
C4480,31,14,41098.47,4,5,5,455,45,Champions
C4481,62,4,15187.91,3,1,2,312,31,Needs Attention
C4482,135,9,31406.76,2,5,5,255,25,Big Spenders
C4483,153,4,12042.28,2,1,2,212,21,At Risk / Lost
C4484,11,6,15638.17,5,3,3,533,53,Loyal
C4485,138,7,39505.62,2,4,5,245,24,Big Spenders
C4486,9,7,19486.829999999998,5,4,3,543,54,Champions
C4487,190,7,18102.93,1,4,3,143,14,Big Spenders
C4488,216,6,14579.460000000001,1,3,2,132,13,Needs Attention
C4489,48,9,16226.29,4,5,3,453,45,Champions
C4490,200,4,21858.54,1,1,4,114,11,At Risk / Lost
C4491,85,6,14552.81,3,3,2,332,33,Potential
C4492,217,8,22429.0,1,4,4,144,14,Big Spenders
C4493,12,8,29075.28,5,4,5,545,54,Champions
C4494,288,8,24684.92,1,4,4,144,14,Big Spenders
C4495,44,6,18881.15,4,3,3,433,43,Loyal
C4496,42,6,18837.609999999997,4,3,3,433,43,Loyal
C4497,109,3,14259.35,2,1,2,212,21,At Risk / Lost
C4498,200,10,38939.5,1,5,5,155,15,Big Spenders
C4499,12,8,24373.66,5,4,4,544,54,Champions
C4500,197,6,17392.82,1,3,3,133,13,Needs Attention
C4501,121,3,-248.56999999999994,2,1,1,211,21,At Risk / Lost
C4502,247,6,21100.48,1,3,4,134,13,Needs Attention
C4503,8,8,28437.9,5,4,5,545,54,Champions
C4504,226,7,27349.81,1,4,4,144,14,Big Spenders
C4505,40,8,23374.15,4,4,4,444,44,Champions
C4506,395,3,7402.76,1,1,1,111,11,At Risk / Lost
C4507,227,10,25820.239999999998,1,5,4,154,15,Big Spenders
C4508,142,3,9817.08,2,1,1,211,21,At Risk / Lost
C4509,31,9,23095.84,4,5,4,454,45,Champions
C4510,35,10,19691.95,4,5,3,453,45,Champions
C4511,29,7,14149.98,4,4,2,442,44,Champions
C4512,63,5,23943.34,3,2,4,324,32,Potential
C4513,137,5,14017.28,2,2,2,222,22,At Risk / Lost
C4514,54,6,20887.63,4,3,3,433,43,Loyal
C4515,27,8,40723.88,5,4,5,545,54,Champions
C4516,76,8,24726.36,3,4,4,344,34,Potential
C4517,122,7,17827.74,2,4,3,243,24,Big Spenders
C4518,161,5,25387.879999999997,2,2,4,224,22,At Risk / Lost
C4519,262,2,5630.72,1,1,1,111,11,At Risk / Lost
C4520,30,7,17395.059999999998,4,4,3,443,44,Champions
C4521,197,7,22510.39,1,4,4,144,14,Big Spenders
C4522,96,10,43247.88,3,5,5,355,35,Potential
C4523,206,8,19797.13,1,4,3,143,14,Big Spenders
C4524,43,5,13451.41,4,2,2,422,42,Potential
C4525,16,5,14151.05,5,2,2,522,52,Potential
C4526,73,4,12442.76,3,1,2,312,31,Needs Attention
C4527,4,8,30121.21,5,4,5,545,54,Champions
C4528,105,3,10606.59,3,1,2,312,31,Needs Attention
C4529,7,9,29164.29,5,5,5,555,55,Champions
C4530,175,5,25623.06,2,2,4,224,22,At Risk / Lost
C4531,193,4,19516.2,1,1,3,113,11,At Risk / Lost
C4532,63,6,15357.48,3,3,2,332,33,Potential
C4533,267,6,19680.510000000002,1,3,3,133,13,Needs Attention
C4534,47,11,40531.5,4,5,5,455,45,Champions
C4535,25,3,19611.379999999997,5,1,3,513,51,Needs Attention
C4536,102,5,6237.240000000001,3,2,1,321,32,Potential
C4537,43,9,17991.24,4,5,3,453,45,Champions
C4538,84,9,18841.76,3,5,3,353,35,Potential
C4539,313,3,7435.959999999999,1,1,1,111,11,At Risk / Lost
C4540,22,9,34357.880000000005,5,5,5,555,55,Champions
C4541,260,4,7449.57,1,1,1,111,11,At Risk / Lost
C4542,15,7,23879.0,5,4,4,544,54,Champions
C4543,78,3,6071.09,3,1,1,311,31,Needs Attention
C4544,40,4,15424.369999999999,4,1,2,412,41,Needs Attention
C4545,26,9,24525.82,5,5,4,554,55,Champions
C4546,28,5,11467.199999999999,4,2,2,422,42,Potential
C4547,141,1,1973.29,2,1,1,211,21,At Risk / Lost
C4548,129,4,15028.74,2,1,2,212,21,At Risk / Lost
C4549,9,5,11655.79,5,2,2,522,52,Potential
C4550,43,8,27417.68,4,4,4,444,44,Champions
C4551,564,2,10640.17,1,1,2,112,11,At Risk / Lost
C4552,46,6,33523.79,4,3,5,435,43,Loyal
C4553,26,9,30131.239999999998,5,5,5,555,55,Champions
C4554,43,7,18862.54,4,4,3,443,44,Champions
C4555,54,7,20204.05,4,4,3,443,44,Champions
C4556,8,9,23559.54,5,5,4,554,55,Champions
C4557,68,7,22432.09,3,4,4,344,34,Potential
C4558,62,5,37630.49,3,2,5,325,32,Potential
C4559,31,5,2497.3100000000004,4,2,1,421,42,Potential
C4560,142,8,17171.23,2,4,3,243,24,Big Spenders
C4561,385,6,20622.4,1,3,3,133,13,Needs Attention
C4562,191,5,25551.54,1,2,4,124,12,At Risk / Lost
C4563,48,7,38581.85,4,4,5,445,44,Champions
C4564,7,9,17586.85,5,5,3,553,55,Champions
C4565,42,7,28448.72,4,4,5,445,44,Champions
C4566,41,10,32034.89,4,5,5,455,45,Champions
C4567,119,7,30892.09,2,4,5,245,24,Big Spenders
C4568,124,4,12871.76,2,1,2,212,21,At Risk / Lost
C4569,38,6,8277.16,4,3,1,431,43,Loyal
C4570,25,14,54044.57,5,5,5,555,55,Champions
C4571,33,4,2388.94,4,1,1,411,41,Needs Attention
C4572,55,9,23008.899999999998,4,5,4,454,45,Champions
C4573,85,7,20518.78,3,4,3,343,34,Potential
C4574,45,5,15973.2,4,2,3,423,42,Potential
C4575,264,4,10306.53,1,1,1,111,11,At Risk / Lost
C4576,6,4,10354.93,5,1,1,511,51,Needs Attention
C4577,256,4,9140.21,1,1,1,111,11,At Risk / Lost
C4578,17,5,8326.58,5,2,1,521,52,Potential
C4579,108,8,22642.65,2,4,4,244,24,Big Spenders
C4580,47,6,30521.969999999998,4,3,5,435,43,Loyal
C4581,134,5,8777.029999999999,2,2,1,221,22,At Risk / Lost
C4582,41,5,17344.3,4,2,3,423,42,Potential
C4583,111,7,40404.62,2,4,5,245,24,Big Spenders
C4584,17,6,33989.96,5,3,5,535,53,Loyal
C4585,11,9,23364.54,5,5,4,554,55,Champions
C4586,320,8,30105.77,1,4,5,145,14,Big Spenders
C4587,47,6,14562.890000000001,4,3,2,432,43,Loyal
C4588,271,5,10293.42,1,2,1,121,12,At Risk / Lost
C4589,222,10,32305.68,1,5,5,155,15,Big Spenders
C4590,316,5,16665.32,1,2,3,123,12,At Risk / Lost
C4591,9,6,18919.980000000003,5,3,3,533,53,Loyal
C4592,50,6,20853.14,4,3,3,433,43,Loyal
C4593,19,5,10602.54,5,2,2,522,52,Potential
C4594,80,2,12504.130000000001,3,1,2,312,31,Needs Attention
C4595,23,8,24924.41,5,4,4,544,54,Champions
C4596,81,7,22316.53,3,4,4,344,34,Potential
C4597,97,6,7777.9,3,3,1,331,33,Potential
C4598,5,6,29246.41,5,3,5,535,53,Loyal
C4599,488,3,13265.66,1,1,2,112,11,At Risk / Lost
C4600,43,4,8046.31,4,1,1,411,41,Needs Attention
C4601,39,7,28333.34,4,4,5,445,44,Champions
C4602,132,5,28593.260000000002,2,2,5,225,22,At Risk / Lost
C4603,109,7,11137.42,2,4,2,242,24,Big Spenders
C4604,24,9,24624.75,5,5,4,554,55,Champions
C4605,65,6,11781.369999999999,3,3,2,332,33,Potential
C4606,4,3,2739.51,5,1,1,511,51,Needs Attention
C4607,138,7,23773.010000000002,2,4,4,244,24,Big Spenders
C4608,19,6,21425.57,5,3,4,534,53,Loyal
C4609,75,8,22578.9,3,4,4,344,34,Potential
C4610,19,5,16244.93,5,2,3,523,52,Potential
C4611,67,5,20423.78,3,2,3,323,32,Potential
C4612,253,6,11267.7,1,3,2,132,13,Needs Attention
C4613,554,4,11311.98,1,1,2,112,11,At Risk / Lost
C4614,41,2,9027.53,4,1,1,411,41,Needs Attention
C4615,34,9,26763.489999999998,4,5,4,454,45,Champions
C4616,492,2,6467.08,1,1,1,111,11,At Risk / Lost
C4617,20,9,17773.79,5,5,3,553,55,Champions
C4618,405,3,4113.36,1,1,1,111,11,At Risk / Lost
C4619,168,6,15757.87,2,3,3,233,23,Needs Attention
C4620,113,9,30992.809999999998,2,5,5,255,25,Big Spenders
C4621,131,10,35430.75,2,5,5,255,25,Big Spenders
C4622,73,10,36207.83,3,5,5,355,35,Potential
C4623,93,6,25767.3,3,3,4,334,33,Potential
C4624,26,4,11693.94,5,1,2,512,51,Needs Attention
C4625,60,9,29910.629999999997,3,5,5,355,35,Potential
C4626,45,7,47277.97,4,4,5,445,44,Champions
C4627,84,6,7165.43,3,3,1,331,33,Potential
C4628,19,6,22890.53,5,3,4,534,53,Loyal
C4629,15,8,11908.66,5,4,2,542,54,Champions
C4630,325,3,10129.75,1,1,1,111,11,At Risk / Lost
C4631,194,2,8073.9400000000005,1,1,1,111,11,At Risk / Lost
C4632,12,10,27314.420000000002,5,5,4,554,55,Champions
C4633,52,4,13520.47,4,1,2,412,41,Needs Attention
C4634,176,4,12314.66,2,1,2,212,21,At Risk / Lost
C4635,54,8,28801.27,4,4,5,445,44,Champions
C4636,43,12,44853.61,4,5,5,455,45,Champions
C4637,100,8,16687.15,3,4,3,343,34,Potential
C4638,8,7,18582.77,5,4,3,543,54,Champions
C4639,99,7,30220.02,3,4,5,345,34,Potential
C4640,135,6,32118.420000000002,2,3,5,235,23,Needs Attention
C4641,138,5,21096.15,2,2,4,224,22,At Risk / Lost
C4642,10,7,17981.56,5,4,3,543,54,Champions
C4643,57,6,24037.84,4,3,4,434,43,Loyal
C4644,151,7,14038.310000000001,2,4,2,242,24,Big Spenders
C4645,15,4,10111.970000000001,5,1,1,511,51,Needs Attention
C4646,78,13,62157.41,3,5,5,355,35,Potential
C4647,116,6,23348.7,2,3,4,234,23,Needs Attention
C4648,289,3,14435.65,1,1,2,112,11,At Risk / Lost
C4649,127,6,18520.57,2,3,3,233,23,Needs Attention
C4650,138,6,11397.12,2,3,2,232,23,Needs Attention
C4651,8,5,41531.86,5,2,5,525,52,Potential
C4652,68,6,27405.71,3,3,4,334,33,Potential
C4653,92,6,20134.18,3,3,3,333,33,Potential
C4654,123,12,24254.68,2,5,4,254,25,Big Spenders
C4655,465,6,15082.89,1,3,2,132,13,Needs Attention
C4656,111,5,20632.18,2,2,3,223,22,At Risk / Lost
C4657,47,6,19713.37,4,3,3,433,43,Loyal
C4658,19,8,44812.090000000004,5,4,5,545,54,Champions
C4659,27,8,42870.5,5,4,5,545,54,Champions
C4660,3,5,11740.35,5,2,2,522,52,Potential
C4661,429,2,4902.16,1,1,1,111,11,At Risk / Lost
C4662,129,7,9752.66,2,4,1,241,24,Big Spenders
C4663,26,6,24723.980000000003,5,3,4,534,53,Loyal
C4664,11,5,5749.46,5,2,1,521,52,Potential
C4665,172,6,17581.76,2,3,3,233,23,Needs Attention
C4666,433,2,6691.22,1,1,1,111,11,At Risk / Lost
C4667,505,2,6223.9400000000005,1,1,1,111,11,At Risk / Lost
C4668,213,6,20352.53,1,3,3,133,13,Needs Attention
C4669,163,3,13148.31,2,1,2,212,21,At Risk / Lost
C4670,279,3,18753.89,1,1,3,113,11,At Risk / Lost
C4671,291,7,11664.43,1,4,2,142,14,Big Spenders
C4672,29,5,16409.69,4,2,3,423,42,Potential
C4673,37,5,16144.55,4,2,3,423,42,Potential
C4674,169,8,23703.75,2,4,4,244,24,Big Spenders
C4675,147,7,13129.42,2,4,2,242,24,Big Spenders
C4676,21,7,23765.08,5,4,4,544,54,Champions
C4677,121,10,25117.82,2,5,4,254,25,Big Spenders
C4678,27,9,22756.49,5,5,4,554,55,Champions
C4679,159,3,6325.219999999999,2,1,1,211,21,At Risk / Lost
C4680,247,8,38936.49,1,4,5,145,14,Big Spenders
C4681,3,7,31647.870000000003,5,4,5,545,54,Champions
C4682,147,8,26716.29,2,4,4,244,24,Big Spenders
C4683,210,7,26222.12,1,4,4,144,14,Big Spenders
C4684,90,10,40773.45,3,5,5,355,35,Potential
C4685,53,7,13408.41,4,4,2,442,44,Champions
C4686,50,6,8742.09,4,3,1,431,43,Loyal
C4687,130,4,21596.54,2,1,4,214,21,At Risk / Lost
C4688,24,6,30897.480000000003,5,3,5,535,53,Loyal
C4689,46,7,24332.539999999997,4,4,4,444,44,Champions
C4690,47,6,29605.97,4,3,5,435,43,Loyal
C4691,257,4,16352.3,1,1,3,113,11,At Risk / Lost
C4692,6,7,31767.9,5,4,5,545,54,Champions
C4693,194,5,17416.5,1,2,3,123,12,At Risk / Lost
C4694,40,4,13949.45,4,1,2,412,41,Needs Attention
C4695,125,7,38599.59,2,4,5,245,24,Big Spenders
C4696,113,9,21751.35,2,5,4,254,25,Big Spenders
C4697,7,5,16604.489999999998,5,2,3,523,52,Potential
C4698,11,10,33140.05,5,5,5,555,55,Champions
C4699,482,2,6324.48,1,1,1,111,11,At Risk / Lost
C4700,65,7,15365.81,3,4,2,342,34,Potential
C4701,267,4,15865.89,1,1,3,113,11,At Risk / Lost
C4702,97,10,38852.6,3,5,5,355,35,Potential
C4703,23,6,14019.61,5,3,2,532,53,Loyal
C4704,6,5,13914.64,5,2,2,522,52,Potential
C4705,28,8,12457.789999999999,4,4,2,442,44,Champions
C4706,30,8,12321.5,4,4,2,442,44,Champions
C4707,19,9,16157.61,5,5,3,553,55,Champions
C4708,80,3,5175.620000000001,3,1,1,311,31,Needs Attention
C4709,115,7,20260.050000000003,2,4,3,243,24,Big Spenders
C4710,13,4,10224.07,5,1,1,511,51,Needs Attention
C4711,8,7,13175.599999999999,5,4,2,542,54,Champions
C4712,63,6,9243.880000000001,3,3,1,331,33,Potential
C4713,10,4,8361.17,5,1,1,511,51,Needs Attention
C4714,201,8,29703.27,1,4,5,145,14,Big Spenders
C4715,56,12,44539.06,4,5,5,455,45,Champions
C4716,59,13,45198.91,4,5,5,455,45,Champions
C4717,151,8,40467.7,2,4,5,245,24,Big Spenders
C4718,13,4,17625.8,5,1,3,513,51,Needs Attention
C4719,76,9,22903.86,3,5,4,354,35,Potential
C4720,70,6,10546.94,3,3,2,332,33,Potential
C4721,54,5,11702.630000000001,4,2,2,422,42,Potential
C4722,1,11,35322.6,5,5,5,555,55,Champions
C4723,152,5,14522.09,2,2,2,222,22,At Risk / Lost
C4724,56,10,29416.89,4,5,5,455,45,Champions
C4725,5,9,48776.44,5,5,5,555,55,Champions
C4726,231,5,13193.1,1,2,2,122,12,At Risk / Lost
C4727,57,9,29189.95,4,5,5,455,45,Champions
C4728,170,1,4953.34,2,1,1,211,21,At Risk / Lost
C4729,181,4,12196.55,2,1,2,212,21,At Risk / Lost
C4730,25,11,33407.22,5,5,5,555,55,Champions
C4731,138,2,4769.33,2,1,1,211,21,At Risk / Lost
C4732,69,5,23526.89,3,2,4,324,32,Potential
C4733,429,2,6955.9800000000005,1,1,1,111,11,At Risk / Lost
C4734,126,7,21462.19,2,4,4,244,24,Big Spenders
C4735,217,4,9525.39,1,1,1,111,11,At Risk / Lost
C4736,262,5,24173.239999999998,1,2,4,124,12,At Risk / Lost
C4737,8,11,43006.829999999994,5,5,5,555,55,Champions
C4738,367,1,890.28,1,1,1,111,11,At Risk / Lost
C4739,32,8,30902.69,4,4,5,445,44,Champions
C4740,128,5,6820.77,2,2,1,221,22,At Risk / Lost
C4741,6,7,19109.55,5,4,3,543,54,Champions
C4742,206,4,31263.059999999998,1,1,5,115,11,At Risk / Lost
C4743,72,10,21329.74,3,5,4,354,35,Potential
C4744,112,7,13523.289999999999,2,4,2,242,24,Big Spenders
C4745,33,6,13941.83,4,3,2,432,43,Loyal
C4746,89,5,8723.32,3,2,1,321,32,Potential
C4747,188,3,16919.07,2,1,3,213,21,At Risk / Lost
C4748,201,7,26252.79,1,4,4,144,14,Big Spenders
C4749,3,7,15537.58,5,4,2,542,54,Champions
C4750,56,11,32716.84,4,5,5,455,45,Champions
C4751,103,8,21527.91,3,4,4,344,34,Potential
C4752,16,5,10180.86,5,2,1,521,52,Potential
C4753,12,4,5186.05,5,1,1,511,51,Needs Attention
C4754,235,5,11169.31,1,2,2,122,12,At Risk / Lost
C4755,161,5,9669.66,2,2,1,221,22,At Risk / Lost
C4756,121,4,23282.989999999998,2,1,4,214,21,At Risk / Lost
C4757,69,6,5923.7300000000005,3,3,1,331,33,Potential
C4758,22,10,21889.65,5,5,4,554,55,Champions
C4759,122,6,18856.46,2,3,3,233,23,Needs Attention
C4760,222,5,13779.96,1,2,2,122,12,At Risk / Lost
C4761,64,5,14568.59,3,2,2,322,32,Potential
C4762,151,4,14263.86,2,1,2,212,21,At Risk / Lost
C4763,158,6,31941.86,2,3,5,235,23,Needs Attention
C4764,152,4,11634.009999999998,2,1,2,212,21,At Risk / Lost
C4765,64,11,21272.01,3,5,4,354,35,Potential
C4766,84,7,28926.03,3,4,5,345,34,Potential
C4767,543,2,6147.110000000001,1,1,1,111,11,At Risk / Lost
C4768,44,6,18646.690000000002,4,3,3,433,43,Loyal
C4769,98,7,13717.19,3,4,2,342,34,Potential
C4770,57,11,44520.54,4,5,5,455,45,Champions
C4771,4,5,11855.380000000001,5,2,2,522,52,Potential
C4772,180,4,17450.36,2,1,3,213,21,At Risk / Lost
C4773,29,10,17886.52,4,5,3,453,45,Champions
C4774,71,10,17568.2,3,5,3,353,35,Potential
C4775,174,9,22230.15,2,5,4,254,25,Big Spenders
C4776,56,9,27940.629999999997,4,5,4,454,45,Champions
C4777,96,6,15382.16,3,3,2,332,33,Potential
C4778,221,6,29397.95,1,3,5,135,13,Needs Attention
C4779,18,10,42577.46,5,5,5,555,55,Champions
C4780,180,5,16199.25,2,2,3,223,22,At Risk / Lost
C4781,4,4,9452.16,5,1,1,511,51,Needs Attention
C4782,85,7,15602.61,3,4,2,342,34,Potential
C4783,38,5,11508.77,4,2,2,422,42,Potential
C4784,44,8,16029.07,4,4,3,443,44,Champions
C4785,103,6,18487.31,3,3,3,333,33,Potential
C4786,18,3,7434.780000000001,5,1,1,511,51,Needs Attention
C4787,247,5,12465.7,1,2,2,122,12,At Risk / Lost
C4788,85,5,19031.85,3,2,3,323,32,Potential
C4789,302,4,11330.01,1,1,2,112,11,At Risk / Lost
C4790,64,11,39017.24,3,5,5,355,35,Potential
C4791,112,5,10323.61,2,2,1,221,22,At Risk / Lost
C4792,228,3,29930.29,1,1,5,115,11,At Risk / Lost
C4793,6,9,30175.18,5,5,5,555,55,Champions
C4794,335,3,7477.76,1,1,1,111,11,At Risk / Lost
C4795,82,10,33745.51,3,5,5,355,35,Potential
C4796,42,7,20295.89,4,4,3,443,44,Champions
C4797,4,9,31947.78,5,5,5,555,55,Champions
C4798,4,8,14724.22,5,4,2,542,54,Champions
C4799,183,9,24254.7,2,5,4,254,25,Big Spenders
C4800,372,7,27005.670000000002,1,4,4,144,14,Big Spenders
C4801,207,6,8018.24,1,3,1,131,13,Needs Attention
C4802,79,4,18230.84,3,1,3,313,31,Needs Attention
C4803,4,9,30359.0,5,5,5,555,55,Champions
C4804,294,5,18178.87,1,2,3,123,12,At Risk / Lost
C4805,120,4,12569.26,2,1,2,212,21,At Risk / Lost
C4806,69,10,41802.33,3,5,5,355,35,Potential
C4807,42,6,19121.29,4,3,3,433,43,Loyal
C4808,63,11,29830.77,3,5,5,355,35,Potential
C4809,27,5,19699.72,5,2,3,523,52,Potential
C4810,349,2,6526.64,1,1,1,111,11,At Risk / Lost
C4811,137,4,6636.63,2,1,1,211,21,At Risk / Lost
C4812,18,4,18669.62,5,1,3,513,51,Needs Attention
C4813,90,3,6798.79,3,1,1,311,31,Needs Attention
C4814,241,5,11965.87,1,2,2,122,12,At Risk / Lost
C4815,70,4,18560.1,3,1,3,313,31,Needs Attention
C4816,63,6,12601.9,3,3,2,332,33,Potential
C4817,74,5,17685.81,3,2,3,323,32,Potential
C4818,215,2,2330.87,1,1,1,111,11,At Risk / Lost
C4819,237,2,10515.53,1,1,2,112,11,At Risk / Lost
C4820,349,4,5107.84,1,1,1,111,11,At Risk / Lost
C4821,63,7,28045.51,3,4,4,344,34,Potential
C4822,32,10,32561.350000000002,4,5,5,455,45,Champions
C4823,460,1,1842.26,1,1,1,111,11,At Risk / Lost
C4824,77,6,10199.66,3,3,1,331,33,Potential
C4825,663,2,13456.64,1,1,2,112,11,At Risk / Lost
C4826,21,7,16186.95,5,4,3,543,54,Champions
C4827,17,8,37010.9,5,4,5,545,54,Champions
C4828,71,9,14620.1,3,5,2,352,35,Potential
C4829,425,5,28589.739999999998,1,2,5,125,12,At Risk / Lost
C4830,200,6,9191.49,1,3,1,131,13,Needs Attention
C4831,285,3,11022.1,1,1,2,112,11,At Risk / Lost
C4833,59,5,10543.470000000001,4,2,2,422,42,Potential
C4834,56,6,13591.52,4,3,2,432,43,Loyal
C4835,102,2,6507.67,3,1,1,311,31,Needs Attention
C4836,32,8,21034.09,4,4,4,444,44,Champions
C4837,7,9,23468.45,5,5,4,554,55,Champions
C4838,86,3,8865.09,3,1,1,311,31,Needs Attention
C4839,60,10,13720.77,3,5,2,352,35,Potential
C4840,191,4,17918.29,1,1,3,113,11,At Risk / Lost
C4841,121,5,25522.2,2,2,4,224,22,At Risk / Lost
C4842,71,4,9698.59,3,1,1,311,31,Needs Attention
C4843,49,6,16799.67,4,3,3,433,43,Loyal
C4844,10,6,20181.28,5,3,3,533,53,Loyal
C4845,142,2,12776.05,2,1,2,212,21,At Risk / Lost
C4846,116,8,17418.06,2,4,3,243,24,Big Spenders
C4847,144,5,5340.53,2,2,1,221,22,At Risk / Lost
C4848,273,6,18343.71,1,3,3,133,13,Needs Attention
C4849,51,9,29683.91,4,5,5,455,45,Champions
C4850,192,6,15557.48,1,3,2,132,13,Needs Attention
C4851,41,9,34298.93,4,5,5,455,45,Champions
C4852,130,10,25922.12,2,5,4,254,25,Big Spenders
C4853,129,6,23925.170000000002,2,3,4,234,23,Needs Attention
C4854,36,7,14195.08,4,4,2,442,44,Champions
C4855,73,5,25174.16,3,2,4,324,32,Potential
C4856,40,9,38827.85,4,5,5,455,45,Champions
C4857,52,6,26603.46,4,3,4,434,43,Loyal
C4858,11,6,14023.24,5,3,2,532,53,Loyal
C4859,205,5,20440.9,1,2,3,123,12,At Risk / Lost
C4860,350,3,9156.529999999999,1,1,1,111,11,At Risk / Lost
C4861,61,7,5775.34,3,4,1,341,34,Potential
C4862,60,6,17243.190000000002,3,3,3,333,33,Potential
C4863,181,6,29852.21,2,3,5,235,23,Needs Attention
C4864,61,5,16479.35,3,2,3,323,32,Potential
C4865,71,6,8038.53,3,3,1,331,33,Potential
C4866,508,3,8707.92,1,1,1,111,11,At Risk / Lost
C4867,144,5,13402.32,2,2,2,222,22,At Risk / Lost
C4868,19,9,34309.02,5,5,5,555,55,Champions
C4869,39,6,11835.55,4,3,2,432,43,Loyal
C4870,6,6,19183.73,5,3,3,533,53,Loyal
C4871,35,7,30598.79,4,4,5,445,44,Champions
C4872,144,4,14764.4,2,1,2,212,21,At Risk / Lost
C4873,68,4,14782.17,3,1,2,312,31,Needs Attention
C4874,42,5,19263.04,4,2,3,423,42,Potential
C4875,14,3,8085.46,5,1,1,511,51,Needs Attention
C4876,275,10,13156.279999999999,1,5,2,152,15,Big Spenders
C4877,269,5,11762.6,1,2,2,122,12,At Risk / Lost
C4878,95,9,19650.81,3,5,3,353,35,Potential
C4879,80,11,27786.8,3,5,4,354,35,Potential
C4880,98,11,33686.1,3,5,5,355,35,Potential
C4881,46,8,26810.829999999998,4,4,4,444,44,Champions
