InvoiceNo,OrderDate,CustomerID,ProductID,ProductName,Category,Quantity,UnitPrice,Revenue
I130044,2024-09-18 16:05:54,C8489,P0111,Product_111,Food,1,904.77,904.77
I130045,2023-08-07 08:36:14,C7294,P0286,Product_286,Food,1,156.03,156.03
I130046,2024-11-13 04:19:48,C6241,P0092,Product_92,Sports,1,2154.07,2154.07
I130047,2023-04-03 02:57:38,C4698,P0135,Product_135,Beauty,5,2831.58,14157.9
I130048,2023-04-19 12:15:31,C4019,P0097,Product_97,Home,1,1592.06,1592.06
I130049,2024-01-20 00:45:42,C4466,P0256,Product_256,Home,1,1692.56,1692.56
I130050,2024-11-26 20:06:17,C8315,P0120,Product_120,Food,1,1641.06,1641.06
I130051,2023-01-16 22:06:04,C7445,P0210,Product_210,Home,3,524.38,1573.14
I130052,2023-07-21 04:14:54,C3525,P0284,Product_284,Electronics,1,327.25,327.25
I130053,2024-03-12 19:19:09,C6102,P0081,Product_81,Home,1,2596.16,2596.16
I130054,2023-01-22 23:16:18,C1531,P0214,Product_214,Beauty,2,711.59,1423.18
I130055,2023-04-15 07:52:48,C4038,P0264,Product_264,Beauty,2,1579.07,3158.14
I130056,2023-08-21 01:34:49,C4627,P0110,Product_110,Clothing,5,277.09,1385.45
I130057,2024-12-29 11:42:54,C5834,P0170,Product_170,Food,4,1793.13,7172.52
I130058,2023-02-03 12:42:20,C6546,P0235,Product_235,Home,1,625.97,625.97
I130059,2024-01-04 12:44:52,C7376,P0077,Product_77,Clothing,2,2325.25,4650.5
I130060,2023-03-10 14:14:03,C3851,P0093,Product_93,Home,1,2294.32,2294.32
I130061,2024-10-31 20:51:58,C4047,P0195,Product_195,Food,1,1050.14,1050.14
I130062,2023-11-24 08:18:05,C3335,P0023,Product_23,Beauty,2,911.83,1823.66
I130063,2024-08-18 02:12:12,C4482,P0264,Product_264,Beauty,2,1579.07,3158.14
I130064,2024-12-25 17:58:07,C7909,P0189,Product_189,Home,1,1612.47,1612.47
I130065,2023-05-26 06:25:57,C2412,P0169,Product_169,Clothing,1,170.29,170.29
I130066,2024-03-19 01:59:16,C8747,P0165,Product_165,Clothing,1,316.35,316.35
I130067,2023-07-06 00:59:45,C3016,P0207,Product_207,Food,1,349.34,349.34
I130068,2023-07-04 15:07:01,C3058,P0072,Product_72,Clothing,2,636.21,1272.42
I130069,2024-09-17 21:22:22,C4928,P0146,Product_146,Sports,1,158.82,158.82
I130070,2023-02-14 05:56:43,C7894,P0100,Product_100,Clothing,2,368.28,736.56
I130071,2023-10-26 15:35:26,C1871,P0096,Product_96,Home,2,1506.7,3013.4
I130072,2024-10-10 00:54:51,C2121,P0024,Product_24,Electronics,1,1130.77,1130.77
I130073,2023-02-02 19:59:32,C7854,P0107,Product_107,Electronics,5,1260.63,6303.15
I130074,2023-11-24 00:51:02,C7636,P0038,Product_38,Sports,5,338.13,1690.65
I130075,2024-10-28 20:02:13,C3057,P0246,Product_246,Electronics,1,2788.54,2788.54
I130076,2024-06-30 13:54:19,C4782,P0117,Product_117,Clothing,2,2420.83,4841.66
I130077,2024-11-13 02:51:31,C4556,P0181,Product_181,Sports,3,1056.15,3168.45
I130078,2023-01-15 03:53:52,C1022,P0154,Product_154,Beauty,3,1493.89,4481.67
I130079,2024-05-21 00:28:34,C1905,P0126,Product_126,Home,4,1309.97,5239.88
I130080,2024-04-23 01:50:14,C1361,P0171,Product_171,Home,2,2048.81,4097.62
I130081,2024-02-08 17:01:40,C5546,P0201,Product_201,Electronics,1,1943.99,1943.99
I130082,2023-01-02 20:09:59,C1486,P0179,Product_179,Beauty,2,2813.35,5626.7
I130083,2023-08-31 09:22:02,C7300,P0251,Product_251,Electronics,2,918.62,1837.24
I130084,2023-12-10 15:05:47,C1970,P0090,Product_90,Electronics,2,1443.03,2886.06
I130085,2023-01-24 04:21:36,C7531,P0277,Product_277,Food,1,2404.97,2404.97
I130086,2024-12-08 23:20:44,C7419,P0145,Product_145,Home,3,890.28,2670.84
I130087,2024-08-29 15:29:49,C5212,P0259,Product_259,Food,1,1731.68,1731.68
I130088,2024-08-18 21:02:21,C2004,P0036,Product_36,Electronics,4,2434.77,9739.08
I130089,2023-08-26 19:14:33,C1317,P0026,Product_26,Home,6,2366.27,14197.62
I130090,2024-06-18 09:27:00,C2697,P0007,Product_7,Home,4,221.35,885.4
I130091,2023-06-07 22:35:57,C1218,P0180,Product_180,Electronics,1,455.69,455.69
I130092,2024-07-01 04:49:09,C7603,P0267,Product_267,Home,1,2106.2,2106.2
I130093,2024-04-06 05:36:29,C8466,P0002,Product_2,Electronics,4,2854.61,11418.44
I130094,2023-03-24 04:52:14,C7034,P0055,Product_55,Food,5,1813.8,9069.0
I130095,2024-05-26 04:26:13,C7492,P0260,Product_260,Home,2,336.67,673.34
I130096,2024-03-04 19:24:59,C4379,P0166,Product_166,Sports,2,2514.14,5028.28
I130097,2024-03-04 08:10:42,C5537,P0085,Product_85,Sports,1,967.4,967.4
I130098,2023-08-05 18:08:19,C2882,P0132,Product_132,Sports,1,705.22,705.22
I130099,2023-02-04 22:50:03,C1822,P0232,Product_232,Beauty,2,1532.78,3065.56
I130100,2023-02-23 09:05:01,C4680,P0119,Product_119,Sports,3,2683.05,8049.15
I130101,2024-03-11 00:50:48,C4265,P0083,Product_83,Clothing,1,1026.15,1026.15
I130102,2023-05-07 08:35:46,C3262,P0096,Product_96,Home,3,1506.7,4520.1
I130103,2024-06-17 23:34:26,C7254,P0100,Product_100,Clothing,1,368.28,368.28
I130104,2023-07-01 18:14:09,C8726,P0221,Product_221,Beauty,3,1989.96,5969.88
I130105,2023-07-14 08:33:18,C1737,P0243,Product_243,Beauty,1,2748.85,2748.85
I130106,2023-01-27 05:04:20,C5005,P0289,Product_289,Electronics,3,895.3,2685.9
I130107,2024-06-29 01:02:13,C2326,P0141,Product_141,Food,2,2889.22,5778.44
I130108,2023-01-26 21:26:50,C4471,P0039,Product_39,Food,4,2068.49,8273.96
I130109,2024-02-06 03:47:01,C5229,P0119,Product_119,Sports,1,2683.05,2683.05
I130110,2024-11-27 21:19:39,C1349,P0063,Product_63,Beauty,5,2494.78,12473.9
I130111,2023-08-13 02:39:35,C5459,P0102,Product_102,Sports,4,1927.41,7709.64
I130112,2024-01-26 02:41:18,C1107,P0190,Product_190,Beauty,4,763.46,3053.84
I130113,2024-11-25 02:16:06,C5234,P0274,Product_274,Food,4,2744.06,10976.24
I130114,2023-04-10 11:22:19,C1798,P0012,Product_12,Sports,3,2911.23,8733.69
I130115,2024-03-05 06:15:18,C7654,P0265,Product_265,Beauty,2,2638.25,5276.5
I130116,2024-10-06 17:27:49,C6953,P0196,Product_196,Electronics,4,1080.17,4320.68
I130117,2024-10-07 23:28:41,C6490,P0198,Product_198,Clothing,3,2696.48,8089.44
I130118,2023-06-06 00:42:31,C4000,P0025,Product_25,Beauty,3,1395.41,4186.23
I130119,2024-06-01 11:52:40,C4668,P0276,Product_276,Food,3,1529.47,4588.41
I130120,2023-08-06 18:50:51,C1879,P0225,Product_225,Sports,1,832.35,832.35
I130121,2024-06-04 02:45:44,C2213,P0072,Product_72,Clothing,1,636.21,636.21
I130122,2024-05-01 09:41:10,C5855,P0165,Product_165,Clothing,4,316.35,1265.4
I130123,2023-02-12 05:01:29,C1249,P0154,Product_154,Beauty,3,1493.89,4481.67
I130124,2024-05-16 10:03:11,C8114,P0164,Product_164,Beauty,1,1630.54,1630.54
I130125,2023-06-29 04:57:34,C6896,P0146,Product_146,Sports,2,158.82,317.64
I130126,2023-11-18 04:08:12,C1886,P0124,Product_124,Home,2,374.65,749.3
I130127,2023-11-17 08:00:18,C8980,P0106,Product_106,Clothing,1,785.41,785.41
I130128,2023-04-05 10:26:43,C3807,P0271,Product_271,Electronics,1,2437.62,2437.62
I130129,2024-04-22 16:51:22,C6769,P0286,Product_286,Food,3,156.03,468.09
I130130,2024-01-19 11:50:07,C1498,P0290,Product_290,Home,1,1792.96,1792.96
I130131,2024-10-20 01:40:29,C4796,P0097,Product_97,Home,1,1592.06,1592.06
I130132,2023-06-12 15:24:30,C1691,P0060,Product_60,Beauty,1,1009.72,1009.72
I130133,2024-06-21 04:02:07,C2601,P0160,Product_160,Sports,2,2198.24,4396.48
I130134,2024-04-20 11:03:25,C5164,P0083,Product_83,Clothing,3,1026.15,3078.45
I130135,2024-08-02 13:06:41,C1347,P0149,Product_149,Food,1,201.86,201.86
I130136,2024-03-13 11:02:52,C4347,P0084,Product_84,Home,1,237.5,237.5
I130137,2023-07-29 23:15:49,C4710,P0026,Product_26,Home,3,2366.27,7098.81
I130138,2024-04-30 22:52:06,C1832,P0093,Product_93,Home,1,2294.32,2294.32
I130139,2024-04-22 10:13:52,C3019,P0271,Product_271,Electronics,1,2437.62,2437.62
I130140,2023-01-29 19:27:06,C1441,P0087,Product_87,Sports,5,2202.34,11011.7
I130141,2024-03-13 13:46:16,C4784,P0206,Product_206,Sports,2,77.13,154.26
I130142,2024-04-03 21:39:41,C6837,P0156,Product_156,Beauty,1,764.06,764.06
I130143,2024-09-23 10:32:28,C2877,P0188,Product_188,Clothing,3,1687.84,5063.52
I130144,2024-01-04 14:26:48,C3720,P0148,Product_148,Sports,5,1532.9,7664.5
I130145,2024-12-15 17:03:33,C1652,P0113,Product_113,Electronics,2,2792.61,5585.22
I130146,2023-11-26 09:15:53,C8936,P0062,Product_62,Sports,1,850.48,850.48
I130147,2024-06-23 21:44:50,C1391,P0293,Product_293,Beauty,1,2476.67,2476.67
I130148,2023-02-10 01:28:45,C7660,P0213,Product_213,Food,1,1973.29,1973.29
I130149,2023-10-09 05:59:10,C8128,P0259,Product_259,Food,3,1731.68,5195.04
I130150,2024-08-20 04:20:45,C3357,P0088,Product_88,Sports,2,1930.79,3861.58
I130151,2024-01-23 03:55:23,C3958,P0017,Product_17,Electronics,5,947.51,4737.55
I130152,2024-08-25 15:33:11,C8945,P0038,Product_38,Sports,1,338.13,338.13
I130153,2023-10-08 03:15:24,C5347,P0044,Product_44,Clothing,2,2732.5,5465.0
I130154,2024-02-04 10:20:05,C8814,P0240,Product_240,Beauty,1,572.48,572.48
I130155,2024-08-06 22:14:40,C3257,P0269,Product_269,Food,1,1110.5,1110.5
I130156,2023-11-13 04:00:18,C5030,P0107,Product_107,Electronics,3,1260.63,3781.89
I130157,2023-08-19 05:10:47,C3459,P0228,Product_228,Sports,2,1209.64,2419.28
I130158,2024-04-20 06:08:00,C2634,P0262,Product_262,Home,4,2970.66,11882.64
I130159,2024-01-19 01:50:32,C7562,P0154,Product_154,Beauty,-1,1493.89,-1493.89
I130160,2024-01-08 16:18:25,C2433,P0210,Product_210,Home,2,524.38,1048.76
I130161,2024-10-22 07:52:05,C1935,P0025,Product_25,Beauty,1,1395.41,1395.41
I130162,2024-08-30 05:58:13,C6767,P0099,Product_99,Food,-1,124.99,-124.99
I130163,2024-09-25 03:29:42,C1203,P0078,Product_78,Food,2,268.43,536.86
I130164,2024-08-26 21:26:36,C1142,P0259,Product_259,Food,2,1731.68,3463.36
I130165,2024-09-13 10:09:56,C5629,P0178,Product_178,Home,1,1190.87,1190.87
I130166,2024-05-12 05:00:50,C4564,P0056,Product_56,Beauty,2,2769.53,5539.06
I130167,2023-06-09 12:53:07,C2488,P0287,Product_287,Sports,1,1423.51,1423.51
I130168,2024-07-07 00:20:06,C3858,P0105,Product_105,Sports,3,2727.32,8181.96
I130169,2023-07-08 06:56:27,C5355,P0178,Product_178,Home,3,1190.87,3572.61
I130170,2023-04-18 00:21:18,C8040,P0245,Product_245,Electronics,1,95.6,95.6
I130171,2024-05-11 00:35:27,C5326,P0258,Product_258,Sports,2,2103.29,4206.58
I130172,2023-05-29 20:54:04,C6540,P0122,Product_122,Sports,1,2693.47,2693.47
I130173,2024-02-02 17:55:02,C3910,P0208,Product_208,Electronics,1,2007.33,2007.33
I130174,2023-04-13 03:07:47,C4660,P0185,Product_185,Beauty,1,810.93,810.93
I130175,2024-11-13 05:46:42,C4489,P0225,Product_225,Sports,3,832.35,2497.05
I130176,2024-08-26 10:16:30,C6762,P0006,Product_6,Home,2,510.18,1020.36
I130177,2024-04-13 01:00:07,C4518,P0048,Product_48,Electronics,1,1584.2,1584.2
I130178,2024-04-16 03:36:19,C5883,P0282,Product_282,Sports,1,1047.09,1047.09
I130179,2024-08-25 12:37:02,C3078,P0151,Product_151,Electronics,1,2729.38,2729.38
I130180,2023-07-02 15:41:11,C5064,P0101,Product_101,Sports,4,142.72,570.88
I130181,2023-06-22 12:02:31,C1243,P0110,Product_110,Clothing,3,277.09,831.27
I130182,2024-03-10 14:44:03,C2675,P0193,Product_193,Beauty,2,2706.23,5412.46
I130183,2024-07-26 22:53:36,C1987,P0237,Product_237,Electronics,3,878.28,2634.84
I130184,2024-07-25 18:36:14,C5597,P0032,Product_32,Home,3,553.05,1659.15
I130185,2023-09-12 19:01:06,C1044,P0258,Product_258,Sports,1,2103.29,2103.29
I130186,2024-09-24 13:44:41,C3734,P0223,Product_223,Sports,1,326.34,326.34
I130187,2023-10-10 06:10:27,C2629,P0226,Product_226,Clothing,2,769.77,1539.54
I130188,2023-07-09 05:42:33,C6497,P0010,Product_10,Electronics,3,2138.81,6416.43
I130189,2023-10-24 18:04:43,C7583,P0089,Product_89,Sports,3,2667.28,8001.84
I130190,2024-08-04 06:50:21,C8144,P0224,Product_224,Home,1,1134.76,1134.76
I130191,2024-05-29 15:38:07,C7365,P0071,Product_71,Home,2,2328.12,4656.24
I130192,2023-04-10 09:05:11,C2641,P0297,Product_297,Home,1,2321.48,2321.48
I130193,2024-03-19 16:15:53,C5972,P0071,Product_71,Home,2,2328.12,4656.24
I130194,2023-11-03 03:18:31,C4297,P0272,Product_272,Electronics,3,2439.83,7319.49
I130195,2024-04-20 04:52:31,C2282,P0001,Product_1,Sports,2,1154.89,2309.78
I130196,2023-01-24 08:15:23,C7738,P0172,Product_172,Food,1,98.93,98.93
I130197,2023-11-07 10:36:24,C7634,P0019,Product_19,Electronics,1,1324.24,1324.24
I130198,2024-12-26 02:40:35,C8532,P0248,Product_248,Sports,3,2901.63,8704.89
I130199,2024-12-24 14:10:13,C8690,P0090,Product_90,Electronics,3,1443.03,4329.09
I130200,2023-08-11 20:19:58,C4600,P0223,Product_223,Sports,2,326.34,652.68
I130201,2023-05-11 17:18:33,C8552,P0183,Product_183,Sports,1,2777.85,2777.85
I130202,2023-01-02 20:42:48,C3082,P0207,Product_207,Food,1,349.34,349.34
I130203,2024-05-16 16:54:32,C7867,P0054,Product_54,Sports,3,2689.74,8069.22
I130204,2023-03-21 14:25:45,C4583,P0214,Product_214,Beauty,1,711.59,711.59
I130205,2023-11-30 04:16:53,C8287,P0036,Product_36,Electronics,1,2434.77,2434.77
I130206,2024-12-19 08:12:30,C4224,P0204,Product_204,Electronics,2,2700.73,5401.46
I130207,2023-12-22 12:40:18,C4578,P0024,Product_24,Electronics,4,1130.77,4523.08
I130208,2024-04-14 17:57:28,C7743,P0130,Product_130,Beauty,2,1556.7,3113.4
I130209,2024-03-17 04:02:37,C2219,P0283,Product_283,Sports,2,1157.97,2315.94
I130210,2024-07-26 11:52:15,C1646,P0071,Product_71,Home,2,2328.12,4656.24
I130211,2023-12-19 19:04:36,C3893,P0003,Product_3,Electronics,6,2209.38,13256.28
I130212,2023-06-27 11:47:11,C5793,P0005,Product_5,Clothing,1,510.25,510.25
I130213,2023-05-29 15:54:35,C1524,P0174,Product_174,Sports,2,718.16,1436.32
I130214,2023-03-29 07:34:54,C5297,P0246,Product_246,Electronics,1,2788.54,2788.54
I130215,2023-04-28 22:47:58,C2970,P0185,Product_185,Beauty,1,810.93,810.93
I130216,2024-04-17 02:10:00,C7805,P0062,Product_62,Sports,1,850.48,850.48
I130217,2024-12-26 17:57:23,C2132,P0145,Product_145,Home,3,890.28,2670.84
I130218,2023-01-02 06:52:57,C6730,P0076,Product_76,Food,1,2200.57,2200.57
I130219,2024-03-26 10:00:15,C7993,P0029,Product_29,Sports,3,1797.62,5392.86
I130220,2023-10-21 13:57:38,C4891,P0028,Product_28,Sports,2,1566.99,3133.98
I130221,2024-01-17 14:52:33,C1155,P0028,Product_28,Sports,1,1566.99,1566.99
I130222,2024-03-03 23:20:35,C1262,P0108,Product_108,Home,2,2278.88,4557.76
I130223,2024-09-19 06:06:04,C1471,P0114,Product_114,Home,2,2433.96,4867.92
I130224,2023-07-07 19:15:30,C3179,P0095,Product_95,Sports,4,2324.35,9297.4
I130225,2023-05-04 00:02:37,C4301,P0126,Product_126,Home,1,1309.97,1309.97
I130226,2024-04-17 19:27:10,C4398,P0077,Product_77,Clothing,1,2325.25,2325.25
I130227,2024-07-01 14:57:22,C4486,P0169,Product_169,Clothing,2,170.29,340.58
I130228,2024-12-22 23:51:16,C1820,P0085,Product_85,Sports,2,967.4,1934.8
I130229,2023-07-06 12:21:25,C3544,P0135,Product_135,Beauty,2,2831.58,5663.16
I130230,2024-09-23 04:45:22,C8905,P0001,Product_1,Sports,5,1154.89,5774.45
I130231,2024-10-06 18:21:04,C3706,P0256,Product_256,Home,2,1692.56,3385.12
I130232,2023-12-13 19:47:45,C6135,P0031,Product_31,Food,2,1842.26,3684.52
I130233,2024-02-05 06:53:18,C5827,P0023,Product_23,Beauty,4,911.83,3647.32
I130234,2023-11-22 06:23:51,C1204,P0113,Product_113,Electronics,3,2792.61,8377.83
I130235,2024-03-05 12:21:02,C7185,P0049,Product_49,Clothing,1,1662.8,1662.8
I130236,2023-03-05 09:05:29,C1555,P0064,Product_64,Clothing,2,1102.42,2204.84
I130237,2024-10-04 05:24:08,C7513,P0157,Product_157,Clothing,4,2032.8,8131.2
I130238,2023-05-04 13:44:35,C1954,P0214,Product_214,Beauty,3,711.59,2134.77
I130239,2023-03-03 02:51:05,C1414,P0135,Product_135,Beauty,1,2831.58,2831.58
I130240,2023-10-29 22:22:24,C4661,P0264,Product_264,Beauty,2,1579.07,3158.14
I130241,2024-11-19 07:32:32,C5821,P0132,Product_132,Sports,7,705.22,4936.54
I130242,2023-07-23 19:54:12,C4978,P0020,Product_20,Home,1,909.13,909.13
I130243,2024-04-21 11:53:48,C6460,P0075,Product_75,Electronics,1,2135.23,2135.23
I130244,2024-01-31 03:34:25,C4828,P0239,Product_239,Electronics,1,1954.14,1954.14
I130245,2024-01-08 14:13:11,C2018,P0262,Product_262,Home,3,2970.66,8911.98
I130246,2023-07-18 04:23:11,C8486,P0010,Product_10,Electronics,1,2138.81,2138.81
I130247,2024-03-05 01:06:50,C3066,P0161,Product_161,Sports,1,1134.96,1134.96
I130248,2023-08-20 12:10:13,C1305,P0255,Product_255,Beauty,1,550.0,550.0
I130249,2023-11-21 07:47:57,C1160,P0136,Product_136,Food,1,1003.45,1003.45
I130250,2024-07-09 22:36:40,C7135,P0270,Product_270,Home,6,916.1,5496.6
I130251,2023-08-17 13:08:40,C6366,P0233,Product_233,Food,2,1751.87,3503.74
I130252,2024-10-26 04:24:43,C3151,P0121,Product_121,Food,2,2431.95,4863.9
I130253,2023-12-28 06:50:32,C5796,P0024,Product_24,Electronics,2,1130.77,2261.54
I130254,2024-06-24 00:12:00,C2932,P0084,Product_84,Home,2,237.5,475.0
I130255,2024-10-15 18:18:44,C5455,P0013,Product_13,Beauty,2,2505.71,5011.42
I130256,2023-05-03 05:20:05,C7293,P0141,Product_141,Food,2,2889.22,5778.44
I130257,2024-08-09 04:03:40,C8712,P0209,Product_209,Beauty,2,64.93,129.86
I130258,2024-12-24 20:44:01,C5522,P0052,Product_52,Clothing,3,2336.64,7009.92
I130259,2024-12-14 09:49:23,C1556,P0014,Product_14,Electronics,1,676.4,676.4
I130260,2024-08-09 01:17:06,C7721,P0205,Product_205,Electronics,1,1838.97,1838.97
I130261,2024-02-06 07:21:26,C6856,P0260,Product_260,Home,1,336.67,336.67
I130262,2024-08-09 17:40:01,C5611,P0261,Product_261,Beauty,1,1864.27,1864.27
I130263,2023-07-18 02:42:37,C7203,P0179,Product_179,Beauty,3,2813.35,8440.05
I130264,2024-11-18 15:02:15,C6733,P0212,Product_212,Sports,4,2091.09,8364.36
I130265,2023-10-24 20:21:21,C8028,P0057,Product_57,Electronics,2,311.05,622.1
I130266,2023-02-01 02:18:27,C6795,P0195,Product_195,Food,1,1050.14,1050.14
I130267,2024-12-22 15:08:02,C6169,P0185,Product_185,Beauty,1,810.93,810.93
I130268,2024-05-12 09:15:37,C6705,P0257,Product_257,Clothing,1,2811.66,2811.66
I130269,2023-12-24 14:56:22,C3208,P0176,Product_176,Clothing,2,564.38,1128.76
I130270,2023-09-07 18:26:50,C5703,P0077,Product_77,Clothing,1,2325.25,2325.25
I130271,2024-01-14 11:17:47,C1024,P0063,Product_63,Beauty,5,2494.78,12473.9
I130272,2024-12-21 10:22:04,C3580,P0157,Product_157,Clothing,1,2032.8,2032.8
I130273,2024-10-06 08:35:10,C3042,P0095,Product_95,Sports,2,2324.35,4648.7
I130274,2023-06-13 17:34:43,C6469,P0205,Product_205,Electronics,1,1838.97,1838.97
I130275,2024-04-08 01:43:13,C6797,P0018,Product_18,Electronics,2,1598.03,3196.06
I130276,2024-10-13 22:06:29,C1538,P0110,Product_110,Clothing,2,277.09,554.18
I130277,2024-08-03 03:52:55,C3594,P0196,Product_196,Electronics,1,1080.17,1080.17
I130278,2023-01-17 04:33:58,C7426,P0089,Product_89,Sports,3,2667.28,8001.84
I130279,2023-08-17 02:37:37,C2410,P0197,Product_197,Electronics,1,2191.57,2191.57
I130280,2023-10-23 06:29:57,C1346,P0045,Product_45,Electronics,1,813.4,813.4
I130281,2023-02-14 03:54:15,C3093,P0198,Product_198,Clothing,4,2696.48,10785.92
I130282,2024-11-07 23:32:24,C6001,P0085,Product_85,Sports,3,967.4,2902.2
I130283,2024-09-25 23:13:48,C5987,P0204,Product_204,Electronics,3,2700.73,8102.19
I130284,2023-03-01 18:53:22,C5111,P0104,Product_104,Home,1,1550.28,1550.28
I130285,2024-05-26 21:27:58,C1310,P0097,Product_97,Home,1,1592.06,1592.06
I130286,2023-05-21 14:14:18,C7617,P0015,Product_15,Beauty,1,586.38,586.38
I130287,2023-11-28 10:01:24,C5830,P0068,Product_68,Electronics,2,2416.48,4832.96
I130288,2024-10-13 22:22:48,C3438,P0294,Product_294,Food,1,1112.56,1112.56
I130289,2024-04-05 20:44:55,C6296,P0045,Product_45,Electronics,2,813.4,1626.8
I130290,2024-12-08 10:29:53,C7800,P0060,Product_60,Beauty,2,1009.72,2019.44
I130291,2023-10-14 10:25:22,C5898,P0277,Product_277,Food,1,2404.97,2404.97
I130292,2024-08-31 17:39:09,C7731,P0245,Product_245,Electronics,1,95.6,95.6
I130293,2024-12-11 12:02:38,C5070,P0164,Product_164,Beauty,1,1630.54,1630.54
I130294,2023-03-29 08:24:32,C8612,P0131,Product_131,Clothing,2,1281.36,2562.72
I130295,2024-01-18 08:12:45,C8475,P0004,Product_4,Sports,1,1816.04,1816.04
I130296,2024-03-05 07:56:32,C4235,P0274,Product_274,Food,1,2744.06,2744.06
I130297,2023-01-02 04:24:00,C7417,P0061,Product_61,Clothing,1,1196.6,1196.6
I130298,2024-07-18 02:40:15,C5965,P0066,Product_66,Home,1,1650.95,1650.95
I130299,2023-03-10 22:47:35,C5335,P0262,Product_262,Home,1,2970.66,2970.66
I130300,2023-04-17 18:24:35,C5037,P0297,Product_297,Home,3,2321.48,6964.44
I130301,2023-04-14 03:06:13,C6233,P0162,Product_162,Electronics,1,1915.3,1915.3
I130302,2024-07-19 23:37:02,C2832,P0022,Product_22,Beauty,1,461.51,461.51
I130303,2024-08-17 11:38:37,C6308,P0117,Product_117,Clothing,3,2420.83,7262.49
I130304,2024-05-12 01:52:32,C1533,P0025,Product_25,Beauty,1,1395.41,1395.41
I130305,2023-10-02 12:56:36,C2627,P0198,Product_198,Clothing,2,2696.48,5392.96
I130306,2024-01-31 19:54:58,C4794,P0048,Product_48,Electronics,1,1584.2,1584.2
I130307,2024-04-25 05:19:44,C5835,P0078,Product_78,Food,3,268.43,805.29
I130308,2023-04-18 08:05:59,C4596,P0020,Product_20,Home,1,909.13,909.13
I130309,2024-05-29 12:16:30,C6612,P0039,Product_39,Food,1,2068.49,2068.49
I130310,2024-11-05 10:47:28,C1985,P0086,Product_86,Clothing,3,1009.29,3027.87
I130311,2024-09-15 13:49:14,C7665,P0283,Product_283,Sports,2,1157.97,2315.94
I130312,2024-11-06 15:47:54,C4396,P0090,Product_90,Electronics,2,1443.03,2886.06
I130313,2024-02-27 07:49:32,C4131,P0140,Product_140,Beauty,1,2916.76,2916.76
I130314,2023-03-10 16:20:15,C5939,P0081,Product_81,Home,4,2596.16,10384.64
I130315,2024-08-02 05:55:53,C5559,P0004,Product_4,Sports,5,1816.04,9080.2
I130316,2023-08-21 12:42:59,C7143,P0193,Product_193,Beauty,1,2706.23,2706.23
I130317,2024-09-06 00:20:17,C3397,P0040,Product_40,Clothing,1,1348.45,1348.45
I130318,2024-03-13 09:02:03,C1836,P0016,Product_16,Food,1,591.04,591.04
I130319,2023-12-06 20:14:25,C4365,P0148,Product_148,Sports,1,1532.9,1532.9
I130320,2023-10-31 02:05:42,C8438,P0165,Product_165,Clothing,1,316.35,316.35
I130321,2024-04-10 09:39:04,C4129,P0116,Product_116,Sports,1,2620.81,2620.81
I130322,2024-09-26 23:27:26,C8827,P0004,Product_4,Sports,1,1816.04,1816.04
I130323,2023-07-14 08:08:54,C1815,P0001,Product_1,Sports,1,1154.89,1154.89
I130324,2024-08-01 23:06:36,C2216,P0129,Product_129,Beauty,1,70.51,70.51
I130325,2024-07-04 08:57:23,C2771,P0037,Product_37,Home,3,948.61,2845.83
I130326,2024-05-03 03:18:57,C4972,P0178,Product_178,Home,2,1190.87,2381.74
I130327,2024-09-03 01:17:29,C3348,P0125,Product_125,Clothing,1,722.41,722.41
I130328,2023-04-09 21:52:50,C8803,P0125,Product_125,Clothing,2,722.41,1444.82
I130329,2024-01-27 13:41:19,C1402,P0174,Product_174,Sports,1,718.16,718.16
I130330,2024-05-21 18:01:32,C4973,P0166,Product_166,Sports,3,2514.14,7542.42
I130331,2023-04-08 06:33:23,C4931,P0103,Product_103,Beauty,2,977.35,1954.7
I130332,2023-02-11 15:29:34,C5677,P0264,Product_264,Beauty,1,1579.07,1579.07
I130333,2024-02-08 00:50:53,C3180,P0087,Product_87,Sports,3,2202.34,6607.02
I130334,2024-08-29 03:26:19,C3033,P0067,Product_67,Sports,3,465.73,1397.19
I130335,2024-07-19 08:44:01,C2911,P0153,Product_153,Food,1,477.44,477.44
I130336,2023-12-27 10:46:45,C7806,P0142,Product_142,Electronics,1,792.76,792.76
I130337,2023-06-20 09:37:43,C2427,P0180,Product_180,Electronics,1,455.69,455.69
I130338,2024-01-10 13:28:13,C7243,P0042,Product_42,Home,3,1510.77,4532.31
I130339,2023-04-08 17:07:50,C3640,P0216,Product_216,Clothing,3,749.88,2249.64
I130340,2024-08-23 20:26:29,C4579,P0120,Product_120,Food,2,1641.06,3282.12
I130341,2024-06-25 09:00:21,C2499,P0214,Product_214,Beauty,2,711.59,1423.18
I130342,2023-06-19 06:02:03,C2727,P0113,Product_113,Electronics,1,2792.61,2792.61
I130343,2023-07-30 09:08:58,C7037,P0140,Product_140,Beauty,5,2916.76,14583.8
I130344,2024-05-19 12:38:34,C6643,P0018,Product_18,Electronics,5,1598.03,7990.15
I130345,2023-12-18 06:33:31,C8921,P0067,Product_67,Sports,1,465.73,465.73
I130346,2024-03-08 09:11:05,C5222,P0283,Product_283,Sports,4,1157.97,4631.88
I130347,2024-09-26 17:52:15,C6486,P0221,Product_221,Beauty,2,1989.96,3979.92
I130348,2023-06-13 22:52:14,C5841,P0067,Product_67,Sports,4,465.73,1862.92
